	Valor1	Valor2
2441	0.22281	0.30693
2442	0.23381	0.33897
2443	0.23867	0.19311
2444	0.23706	0.39454
2445	0.21971	0.28754
2446	0.23354	0.30899
2447	0.23561	0.24715
2448	0.23819	0.40156
2449	0.22791	0.22566
2450	0.21221	0.37871
2451	0.25383	0.31031
2452	0.36458	0.48264
2453	0.23021	0.26093
2454	0.33031	0.33072
2455	0.22617	0.27032
2456	0.42690	0.42333
2457	0.21815	0.39953
2458	0.23346	0.20312
2459	0.20278	0.35135
2460	0.23772	0.23828
2461	0.22167	0.46514
2462	0.27589	0.32379
2463	0.27993	0.43604
2464	0.21495	0.30993
2465	0.30296	0.38694
2466	0.21299	0.43205
2467	0.24581	0.27908
2468	0.28194	0.41313
2469	0.25150	0.31429
2470	0.20565	0.25755
2471	0.31205	0.46802
2472	0.15946	0.19458
2473	0.21985	0.32004
2474	0.30024	0.41463
2475	0.14156	0.16187
2476	0.30288	0.45958
2477	0.22045	0.43154
2478	0.22412	0.44389
2479	0.25293	0.31990
2480	0.21904	0.35679
2481	0.26266	0.40028
2482	0.24898	0.25180
2483	0.25187	0.46892
2484	0.22736	0.30098
2485	0.39316	0.48961
2486	0.26093	0.31615
2487	0.24434	0.23883
2488	0.24263	0.25053
2489	0.22614	0.26710
2490	0.26245	0.27572
2491	0.20448	0.26578
2492	0.22055	0.20638
2493	0.25711	0.42258
2494	0.23550	0.31885
2495	0.23148	0.23840
2496	0.24151	0.20511
2497	0.28076	0.43218
2498	0.23901	0.28523
2499	0.26701	0.36712
2500	0.21596	0.34894
2501	0.28922	0.43012
2502	0.21526	0.58326
2503	0.24889	0.48614
2504	0.27225	0.44575
2505	0.23870	0.40671
2506	0.23084	0.47844
2507	0.20213	0.26029
2508	0.23198	0.47374
2509	0.26821	0.34815
2510	0.27908	0.34533
2511	0.10679	0.10838
2512	0.26358	0.45516
2513	0.34645	0.61526
2514	0.26325	0.34650
2515	0.32380	0.27460
2516	0.24558	0.34324
2517	0.29362	0.37195
2518	0.24763	0.31532
2519	0.19528	0.17403
2520	0.27242	0.35730
2521	0.37083	0.50687
2522	0.24252	0.50777
2523	0.24220	0.34073
2524	0.27425	0.31199
2525	0.25923	0.33765
2526	0.24457	0.40752
2527	0.22609	0.24814
2528	0.24399	0.31538
2529	0.22212	0.52553
2530	0.24670	0.28666
2531	0.24056	0.25506
2532	0.26706	0.35235
2533	0.24343	0.28245
2534	0.21843	0.19804
2535	0.25251	0.28726
2536	0.24053	0.28316
2537	0.18606	0.44252
2538	0.26919	0.48891
2539	0.27488	0.47864
2540	0.25433	0.49218
2541	0.19464	0.36444
2542	0.29300	0.34302
2543	0.24924	0.31697
2544	0.22823	0.48856
2545	0.18637	0.26749
2546	0.30785	0.27674
2547	0.25978	0.30260
2548	0.22126	0.27807
2549	0.25069	0.24242
2550	0.40247	0.45455
2551	0.27780	0.40810
2552	0.25104	0.52953
2553	0.24851	0.43993
2554	0.25089	0.31493
2555	0.34031	0.55100
2556	0.19774	0.30882
2557	0.25272	0.26258
2558	0.24792	0.29151
2559	0.25275	0.21122
2560	0.20058	0.42842
2561	0.32343	0.37654
2562	0.29692	0.28895
2563	0.23307	0.31188
2564	0.20390	0.41425
2565	0.26486	0.46857
2566	0.10707	0.10439
2567	0.30006	0.61873
2568	0.24501	0.32277
2569	0.33182	0.29980
2570	0.19382	0.27646
2571	0.31128	0.43687
2572	0.26607	0.43138
2573	0.24479	0.33584
2574	0.23492	0.57401
2575	0.23728	0.30212
2576	0.29996	0.42944
2577	0.25426	0.27531
2578	0.23522	0.23995
2579	0.24559	0.48905
2580	0.22552	0.40543
2581	0.24751	0.33789
2582	0.25164	0.34070
2583	0.19443	0.31942
2584	0.25477	0.26310
2585	0.22645	0.45209
2586	0.24730	0.32791
2587	0.30600	0.36817
2588	0.24856	0.38316
2589	0.27508	0.52276
2590	0.22259	0.33026
2591	0.23455	0.35824
2592	0.24555	0.27782
2593	0.26142	0.23559
2594	0.27159	0.36556
2595	0.26752	0.32974
2596	0.23825	0.31710
2597	0.27198	0.25706
2598	0.22002	0.44337
2599	0.32362	0.36671
2600	0.29720	0.35304
2601	0.24380	0.41319
2602	0.19288	0.48641
2603	0.23141	0.30044
2604	0.21785	0.46493
2605	0.26751	0.24593
2606	0.27123	0.35176
2607	0.36879	0.48501
2608	0.23878	0.29698
2609	0.24508	0.38240
2610	0.25852	0.42131
2611	0.24635	0.45556
2612	0.25230	0.39282
2613	0.21237	0.34644
2614	0.23905	0.33577
2615	0.31100	0.45076
2616	0.25663	0.29815
2617	0.26982	0.23669
2618	0.29263	0.34146
2619	0.28289	0.26343
2620	0.19544	0.15375
2621	0.19308	0.33406
2622	0.29756	0.40322
2623	0.37621	0.54042
2624	0.20080	0.27058
2625	0.26190	0.27969
2626	0.24758	0.27773
2627	0.28472	0.32675
2628	0.24042	0.38614
2629	0.24145	0.27793
2630	0.44063	0.54229
2631	0.29841	0.30150
2632	0.34479	0.48681
2633	0.23996	0.31579
2634	0.21985	0.36607
2635	0.18021	0.31048
2636	0.20267	0.39841
2637	0.18822	0.16458
2638	0.24332	0.34288
2639	0.14260	0.10939
2640	0.23515	0.32777
2641	0.23056	0.38227
2642	0.20837	0.38822
2643	0.19736	0.35673
2644	0.23647	0.35494
2645	0.22073	0.32089
2646	0.20418	0.29881
2647	0.21718	0.43409
2648	0.25611	0.33887
2649	0.25612	0.54526
2650	0.29359	0.21162
2651	0.23296	0.34622
2652	0.20515	0.33015
2653	0.31271	0.34449
2654	0.30318	0.44245
2655	0.23627	0.52805
2656	0.44982	0.60442
2657	0.27978	0.35856
2658	0.31781	0.23260
2659	0.28769	0.43113
2660	0.21273	0.27600
2661	0.23641	0.36949
2662	0.21287	0.42700
2663	0.27125	0.34103
2664	0.25383	0.23387
2665	0.25644	0.25489
2666	0.26901	0.45915
2667	0.24173	0.46409
2668	0.22642	0.47085
2669	0.24190	0.48348
2670	0.21362	0.38063
2671	0.18641	0.30351
2672	0.20135	0.43669
2673	0.25242	0.32387
2674	0.20616	0.22681
2675	0.31272	0.37901
2676	0.20440	0.32368
2677	0.21805	0.34994
2678	0.25545	0.37998
2679	0.14502	0.17446
2680	0.27718	0.27655
2681	0.24003	0.33386
2682	0.31058	0.25955
2683	0.17257	0.43299
2684	0.17324	0.17089
2685	0.25926	0.31412
2686	0.25167	0.28542
2687	0.24729	0.40061
2688	0.20421	0.45959
2689	0.23684	0.36469
2690	0.24958	0.26910
2691	0.21032	0.37182
2692	0.35425	0.52049
2693	0.30658	0.25767
2694	0.28437	0.31790
2695	0.21562	0.22015
2696	0.25954	0.23260
2697	0.26946	0.36447
2698	0.23068	0.45503
2699	0.23439	0.47680
2700	0.26956	0.40471
2701	0.25874	0.52393
2702	0.22341	0.28144
2703	0.23562	0.22424
2704	0.24856	0.28970
2705	0.28789	0.34747
2706	0.26699	0.31049
2707	0.23122	0.46078
2708	0.23732	0.24679
2709	0.28772	0.31327
2710	0.24157	0.23376
2711	0.30840	0.42080
2712	0.20041	0.23339
2713	0.23575	0.51631
2714	0.24390	0.30035
2715	0.28438	0.43058
2716	0.30231	0.36305
2717	0.27511	0.50071
2718	0.26915	0.37919
2719	0.26792	0.37731
2720	0.37308	0.44369
2721	0.29534	0.28850
2722	0.25004	0.46207
2723	0.26392	0.21935
2724	0.21444	0.25263
2725	0.22466	0.28702
2726	0.24584	0.20239
2727	0.27074	0.30736
2728	0.24253	0.45480
2729	0.22755	0.30181
2730	0.23813	0.43384
2731	0.22227	0.28393
2732	0.25543	0.33478
2733	0.20441	0.31853
2734	0.20114	0.30024
2735	0.23303	0.36114
2736	0.21761	0.31391
2737	0.26577	0.23252
2738	0.26616	0.45615
2739	0.28981	0.42754
2740	0.24979	0.46651
2741	0.19783	0.29875
2742	0.15072	0.17645
2743	0.24919	0.34910
2744	0.22507	0.29494
2745	0.21540	0.43148
2746	0.25840	0.46331
2747	0.24535	0.23842
2748	0.17718	0.30416
2749	0.28306	0.36010
2750	0.22396	0.46097
2751	0.28195	0.50515
2752	0.24463	0.25529
2753	0.28492	0.31800
2754	0.25034	0.25157
2755	0.21977	0.36009
2756	0.23550	0.24253
2757	0.23368	0.48647
2758	0.34977	0.51543
2759	0.18057	0.31946
2760	0.21349	0.43363
2761	0.21543	0.36151
2762	0.28811	0.43265
2763	0.26605	0.22563
2764	0.30458	0.40815
2765	0.22901	0.28114
2766	0.21789	0.21274
2767	0.21185	0.44791
2768	0.25329	0.34162
2769	0.29396	0.30659
2770	0.26765	0.35186
2771	0.27811	0.25719
2772	0.23571	0.30288
2773	0.25522	0.30988
2774	0.25647	0.33966
2775	0.24476	0.45951
2776	0.22372	0.26969
2777	0.22901	0.30595
2778	0.24162	0.28898
2779	0.22437	0.24069
2780	0.28157	0.43283
2781	0.19200	0.21610
2782	0.31384	0.47384
2783	0.25462	0.29576
2784	0.24920	0.27104
2785	0.20014	0.39046
2786	0.22000	0.49829
2787	0.22037	0.30152
2788	0.25468	0.44916
2789	0.16156	0.48905
2790	0.19697	0.26468
2791	0.26324	0.26028
2792	0.24914	0.40894
2793	0.14639	0.20136
2794	0.22295	0.42732
2795	0.23859	0.34771
2796	0.35993	0.42977
2797	0.27366	0.44237
2798	0.24201	0.29613
2799	0.23556	0.40846
2800	0.26438	0.59186
2801	0.37444	0.55612
2802	0.26850	0.20332
2803	0.24856	0.39791
2804	0.22601	0.52193
2805	0.24914	0.37275
2806	0.37023	0.59848
2807	0.30984	0.38175
2808	0.26567	0.44123
2809	0.22820	0.30612
2810	0.24869	0.27169
2811	0.23388	0.37260
2812	0.27151	0.48531
2813	0.23771	0.40711
2814	0.21526	0.43306
2815	0.25406	0.50944
2816	0.31252	0.32329
2817	0.20783	0.24274
2818	0.24597	0.23741
2819	0.25025	0.23750
2820	0.28736	0.28403
2821	0.28659	0.43015
2822	0.22369	0.26269
2823	0.30191	0.36888
2824	0.27497	0.25968
2825	0.24105	0.31185
2826	0.22389	0.21219
2827	0.21264	0.24296
2828	0.26487	0.40238
2829	0.23939	0.35453
2830	0.25820	0.49422
2831	0.24573	0.48099
2832	0.23443	0.28139
2833	0.36307	0.62217
2834	0.26863	0.43972
2835	0.22189	0.35576
2836	0.28782	0.52908
2837	0.20242	0.44424
2838	0.22643	0.35318
2839	0.24809	0.29315
2840	0.25287	0.32565
2841	0.36698	0.39884
2842	0.26896	0.50372
2843	0.27728	0.50500
2844	0.22191	0.36994
2845	0.21558	0.36981
2846	0.23206	0.24636
2847	0.15583	0.20451
2848	0.17325	0.17184
2849	0.29768	0.49557
2850	0.23035	0.36926
2851	0.23816	0.38346
2852	0.25214	0.52486
2853	0.21717	0.25787
2854	0.25063	0.21385
2855	0.28818	0.34918
2856	0.25498	0.30557
2857	0.38281	0.45859
2858	0.25655	0.27811
2859	0.25292	0.39334
2860	0.21533	0.47952
2861	0.24943	0.46556
2862	0.27788	0.30909
2863	0.23134	0.37276
2864	0.20237	0.37985
2865	0.23628	0.21393
2866	0.27166	0.41772
2867	0.33443	0.51653
2868	0.26571	0.54799
2869	0.17467	0.21692
2870	0.26152	0.48450
2871	0.21976	0.28756
2872	0.24452	0.28394
2873	0.27282	0.41459
2874	0.19482	0.23453
2875	0.20107	0.43684
2876	0.24554	0.19913
2877	0.30104	0.49558
2878	0.25683	0.37297
2879	0.34757	0.37414
2880	0.26167	0.25686
2881	0.25272	0.35474
2882	0.23994	0.31339
2883	0.27837	0.31558
2884	0.20120	0.35088
2885	0.19818	0.35333
2886	0.19040	0.39441
2887	0.24607	0.32000
2888	0.19638	0.17863
2889	0.21906	0.31230
2890	0.22741	0.26146
2891	0.27486	0.43267
2892	0.25423	0.33743
2893	0.26363	0.50446
2894	0.17826	0.14743
2895	0.30840	0.28150
2896	0.24095	0.23317
2897	0.25137	0.47520
2898	0.28285	0.23675
2899	0.24237	0.29194
2900	0.24517	0.23863
2901	0.24855	0.27810
2902	0.30829	0.64301
2903	0.22754	0.23472
2904	0.23112	0.26371
2905	0.27302	0.45099
2906	0.23920	0.50320
2907	0.24300	0.23703
2908	0.23111	0.33112
2909	0.26984	0.32573
2910	0.30031	0.35110
2911	0.22576	0.23535
2912	0.32906	0.39082
2913	0.27170	0.37936
2914	0.22774	0.28120
2915	0.27833	0.34321
2916	0.30571	0.28316
2917	0.27293	0.32613
2918	0.25592	0.26393
2919	0.23402	0.43014
2920	0.22760	0.37000
2921	0.19917	0.45014
2922	0.33966	0.46874
2923	0.15851	0.08483
2924	0.22443	0.17818
2925	0.23052	0.20757
2926	0.29898	0.26528
2927	0.22523	0.30865
2928	0.22147	0.49158
2929	0.22359	0.39645
2930	0.30394	0.29537
2931	0.38741	0.47859
2932	0.24896	0.42305
2933	0.37802	0.32385
2934	0.23077	0.33080
2935	0.25481	0.38919
2936	0.32455	0.34622
2937	0.30235	0.23677
2938	0.27585	0.48347
2939	0.21421	0.46941
2940	0.24294	0.21509
2941	0.40534	0.53343
2942	0.26317	0.43118
2943	0.29463	0.28919
2944	0.15818	0.29918
2945	0.26725	0.24350
2946	0.21277	0.17479
2947	0.27854	0.43021
2948	0.26662	0.24310
2949	0.23507	0.33973
2950	0.36838	0.43264
2951	0.19728	0.40943
2952	0.21566	0.29671
2953	0.23850	0.21791
2954	0.24560	0.43650
2955	0.23633	0.36987
2956	0.21362	0.45623
2957	0.19718	0.27751
2958	0.27916	0.42989
2959	0.20818	0.23405
2960	0.24624	0.36468
2961	0.23366	0.26695
2962	0.26775	0.26240
2963	0.31463	0.45906
2964	0.22259	0.37756
2965	0.29369	0.40130
2966	0.26346	0.26404
2967	0.21313	0.20714
2968	0.24337	0.20152
2969	0.22871	0.24191
2970	0.24759	0.30555
2971	0.25590	0.38810
2972	0.24634	0.28596
2973	0.19015	0.30110
2974	0.25226	0.47935
2975	0.36335	0.47698
2976	0.24077	0.27088
2977	0.24598	0.27922
2978	0.24570	0.27512
2979	0.21781	0.23137
2980	0.24304	0.33255
2981	0.22110	0.38842
2982	0.25147	0.35190
2983	0.22065	0.43933
2984	0.29267	0.44138
2985	0.14643	0.11368
2986	0.25701	0.30065
2987	0.23283	0.22618
2988	0.24592	0.31551
2989	0.25626	0.34971
2990	0.23801	0.35388
2991	0.22849	0.33033
2992	0.25275	0.24997
2993	0.23003	0.42527
2994	0.28142	0.46941
2995	0.24021	0.36218
2996	0.30868	0.24064
2997	0.23909	0.37340
2998	0.26005	0.35866
2999	0.26580	0.32838
3000	0.21234	0.30227
3001	0.26134	0.34613
3002	0.33097	0.46936
3003	0.28165	0.27161
3004	0.37497	0.37911
3005	0.25340	0.59405
3006	0.29075	0.43276
3007	0.17204	0.39634
3008	0.20777	0.25486
3009	0.30432	0.42615
3010	0.21810	0.45034
3011	0.25317	0.52745
3012	0.22089	0.22207
3013	0.28277	0.49942
3014	0.21601	0.22578
3015	0.22397	0.27436
3016	0.23894	0.18470
3017	0.26114	0.34130
3018	0.23500	0.33342
3019	0.28863	0.21683
3020	0.41120	0.45423
3021	0.25746	0.58680
3022	0.25509	0.27164
3023	0.24053	0.24239
3024	0.21861	0.47458
3025	0.22738	0.22556
3026	0.31144	0.35187
3027	0.25868	0.28951
3028	0.25292	0.39232
3029	0.26562	0.35490
3030	0.26935	0.26423
3031	0.24760	0.46421
3032	0.20662	0.31361
3033	0.20982	0.39808
3034	0.24694	0.38166
3035	0.26703	0.23307
3036	0.28385	0.24668
3037	0.21118	0.34682
3038	0.23050	0.43165
3039	0.25122	0.39202
3040	0.29508	0.24623
3041	0.26572	0.31081
3042	0.21506	0.51768
3043	0.22796	0.46259
3044	0.27284	0.21463
3045	0.24884	0.25113
3046	0.26437	0.33344
3047	0.25492	0.41450
3048	0.31052	0.56836
3049	0.28608	0.40743
3050	0.22037	0.36907
3051	0.28390	0.42874
3052	0.17917	0.21251
3053	0.23195	0.29966
3054	0.26144	0.47701
3055	0.21169	0.36626
3056	0.20894	0.31525
3057	0.35489	0.42542
3058	0.26707	0.43350
3059	0.21582	0.30807
3060	0.24218	0.33644
3061	0.23247	0.58667
3062	0.25834	0.47685
3063	0.19276	0.23903
3064	0.16671	0.21043
3065	0.28986	0.35485
3066	0.26626	0.29687
3067	0.21514	0.31029
3068	0.20977	0.58133
3069	0.23626	0.34944
3070	0.23893	0.40248
3071	0.36030	0.53477
3072	0.22311	0.52248
3073	0.30681	0.38293
3074	0.18349	0.31178
3075	0.19754	0.34105
3076	0.21522	0.27629
3077	0.25675	0.31423
3078	0.25677	0.52057
3079	0.22052	0.44429
3080	0.27709	0.31084
3081	0.21444	0.30110
3082	0.30093	0.36830
3083	0.23220	0.36177
3084	0.22540	0.45277
3085	0.20008	0.24911
3086	0.40736	0.42016
3087	0.21269	0.21765
3088	0.26313	0.30485
3089	0.23883	0.38512
3090	0.23194	0.23265
3091	0.25999	0.31430
3092	0.25317	0.33180
3093	0.24729	0.32252
3094	0.26586	0.40877
3095	0.22919	0.33367
3096	0.23023	0.36863
3097	0.25348	0.52377
3098	0.20831	0.37980
3099	0.38791	0.52100
3100	0.26138	0.37071
3101	0.22637	0.34798
3102	0.29079	0.49306
3103	0.16684	0.31706
3104	0.28272	0.24118
3105	0.20491	0.44999
3106	0.22992	0.33752
3107	0.27759	0.27484
3108	0.31867	0.36112
3109	0.25785	0.31541
3110	0.30147	0.48923
3111	0.21706	0.22784
3112	0.25267	0.30062
3113	0.23633	0.44724
3114	0.26309	0.40525
3115	0.21993	0.37686
3116	0.23081	0.39000
3117	0.23811	0.38288
3118	0.22344	0.28336
3119	0.28408	0.44006
3120	0.23966	0.40874
3121	0.37509	0.41229
3122	0.19748	0.23798
3123	0.24635	0.20206
3124	0.20936	0.26115
3125	0.21878	0.25874
3126	0.36236	0.42794
3127	0.24381	0.24726
3128	0.24367	0.34545
3129	0.22700	0.49861
3130	0.26067	0.36670
3131	0.24614	0.23939
3132	0.19371	0.32428
3133	0.29481	0.34880
3134	0.26806	0.48309
3135	0.18148	0.14282
3136	0.27084	0.43326
3137	0.28493	0.50415
3138	0.21595	0.26874
3139	0.22366	0.25112
3140	0.22019	0.35117
3141	0.24493	0.46417
3142	0.23437	0.36980
3143	0.22006	0.41406
3144	0.28054	0.30464
3145	0.28506	0.40796
3146	0.25667	0.33788
3147	0.29047	0.33213
3148	0.28918	0.44192
3149	0.36625	0.64689
3150	0.30312	0.45925
3151	0.22210	0.22170
3152	0.32418	0.50031
3153	0.28446	0.54722
3154	0.22667	0.21275
3155	0.30373	0.39184
3156	0.20374	0.40306
3157	0.23168	0.35994
3158	0.23291	0.21112
3159	0.19046	0.47116
3160	0.19103	0.33921
3161	0.30437	0.23436
3162	0.20483	0.13553
3163	0.36671	0.49268
3164	0.24039	0.25981
3165	0.31419	0.37496
3166	0.27735	0.27115
3167	0.28607	0.32300
3168	0.26058	0.27948
3169	0.25243	0.52693
3170	0.23470	0.41012
3171	0.22545	0.49900
3172	0.24961	0.31672
3173	0.20431	0.26730
3174	0.32451	0.25270
3175	0.25203	0.42308
3176	0.20047	0.35723
3177	0.21767	0.26954
3178	0.23547	0.25298
3179	0.26736	0.25291
3180	0.27073	0.34797
3181	0.24356	0.40816
3182	0.31799	0.35187
3183	0.27653	0.47638
3184	0.24726	0.33931
3185	0.23962	0.21455
3186	0.22923	0.27491
3187	0.23082	0.48526
3188	0.27824	0.47732
3189	0.24125	0.26928
3190	0.22697	0.25082
3191	0.21129	0.27867
3192	0.21932	0.30963
3193	0.25636	0.29367
3194	0.24925	0.25619
3195	0.21959	0.23074
3196	0.26127	0.46891
3197	0.21375	0.51942
3198	0.24660	0.46536
3199	0.39268	0.46205
3200	0.25213	0.19814
3201	0.22109	0.21736
3202	0.25380	0.24082
3203	0.30749	0.44859
3204	0.36747	0.26121
3205	0.27224	0.24498
3206	0.24825	0.33740
3207	0.35169	0.51935
3208	0.26961	0.30463
3209	0.21106	0.30397
3210	0.22397	0.43877
3211	0.24593	0.30931
3212	0.27124	0.20506
3213	0.23201	0.35469
3214	0.21916	0.57087
3215	0.21848	0.27409
3216	0.22974	0.25643
3217	0.24154	0.28382
3218	0.25567	0.30906
3219	0.30550	0.24217
3220	0.28922	0.51207
3221	0.20732	0.37480
3222	0.26152	0.45214
3223	0.35425	0.41143
3224	0.31364	0.39527
3225	0.27585	0.44052
3226	0.30052	0.38205
3227	0.26655	0.52624
3228	0.24691	0.31097
3229	0.28239	0.25682
3230	0.15896	0.21161
3231	0.24487	0.31451
3232	0.32782	0.38734
3233	0.22731	0.25768
3234	0.27298	0.29627
3235	0.24884	0.28453
3236	0.24619	0.30647
3237	0.26461	0.32788
3238	0.30568	0.34100
3239	0.35859	0.56759
3240	0.20403	0.31581
3241	0.23287	0.27615
3242	0.29963	0.29916
3243	0.28856	0.29497
3244	0.28251	0.43070
3245	0.27568	0.31706
3246	0.21634	0.49147
3247	0.23228	0.32825
3248	0.24571	0.29579
3249	0.22939	0.30379
3250	0.23673	0.29485
3251	0.24569	0.22104
3252	0.27215	0.54751
3253	0.38528	0.42404
3254	0.20311	0.41836
3255	0.24548	0.49875
3256	0.27254	0.42091
3257	0.21748	0.25561
3258	0.19417	0.25159
3259	0.25526	0.29088
3260	0.24179	0.35850
3261	0.21752	0.53178
3262	0.21601	0.23977
3263	0.24149	0.31952
3264	0.21523	0.30908
3265	0.25678	0.44766
3266	0.25632	0.32945
3267	0.29396	0.23310
3268	0.22669	0.35165
3269	0.29148	0.28795
3270	0.24702	0.51701
3271	0.27058	0.32041
3272	0.22934	0.33775
3273	0.22714	0.24102
3274	0.23078	0.34803
3275	0.25305	0.42146
3276	0.23268	0.41341
3277	0.24617	0.37437
3278	0.28718	0.22549
3279	0.23692	0.44597
3280	0.24573	0.48183
3281	0.26595	0.39119
3282	0.20422	0.18182
3283	0.24003	0.28413
3284	0.22609	0.33465
3285	0.18817	0.17007
3286	0.25385	0.45979
3287	0.22193	0.33156
3288	0.38573	0.38364
3289	0.29428	0.28917
3290	0.26670	0.44763
3291	0.22541	0.26769
3292	0.34126	0.40819
3293	0.25274	0.47936
3294	0.27279	0.38958
3295	0.34163	0.39878
3296	0.17050	0.11176
3297	0.32593	0.61110
3298	0.24778	0.41789
3299	0.24123	0.32408
3300	0.24704	0.35257
3301	0.21388	0.18778
3302	0.20897	0.31672
3303	0.22690	0.50992
3304	0.28389	0.47775
3305	0.26679	0.57800
3306	0.26783	0.32355
3307	0.21528	0.18264
3308	0.24866	0.30682
3309	0.34967	0.37708
3310	0.22722	0.38817
3311	0.26198	0.48701
3312	0.25393	0.26718
3313	0.16539	0.27141
3314	0.22550	0.29498
3315	0.22673	0.44664
3316	0.24922	0.29296
3317	0.24590	0.53758
3318	0.20473	0.29808
3319	0.24127	0.33022
3320	0.32128	0.22572
3321	0.19748	0.26851
3322	0.27100	0.39510
3323	0.25722	0.34374
3324	0.18997	0.20191
3325	0.25954	0.34012
3326	0.22183	0.48514
3327	0.23073	0.31819
3328	0.29623	0.31951
3329	0.31084	0.46065
3330	0.21921	0.55192
3331	0.33714	0.41977
3332	0.24243	0.36413
3333	0.22802	0.40096
3334	0.20401	0.31459
3335	0.23032	0.26707
3336	0.25404	0.33881
3337	0.26287	0.23420
3338	0.23575	0.36398
3339	0.29099	0.49829
3340	0.22886	0.31208
3341	0.25820	0.22637
3342	0.34714	0.40067
3343	0.21552	0.49183
3344	0.24889	0.31634
3345	0.34245	0.51698
3346	0.25121	0.48244
3347	0.23094	0.41495
3348	0.22714	0.21261
3349	0.22946	0.48176
3350	0.24718	0.45624
3351	0.33228	0.41215
3352	0.25320	0.25866
3353	0.27312	0.53472
3354	0.24726	0.42215
3355	0.24861	0.51909
3356	0.24023	0.31289
3357	0.23125	0.30654
3358	0.24848	0.44336
3359	0.20421	0.44733
3360	0.26553	0.40709
3361	0.15886	0.14678
3362	0.23365	0.24298
3363	0.27209	0.44854
3364	0.29315	0.45233
3365	0.39867	0.46927
3366	0.36735	0.38003
3367	0.24174	0.26131
3368	0.21080	0.40373
3369	0.23899	0.33471
3370	0.31188	0.35658
3371	0.22783	0.43258
3372	0.27682	0.37429
3373	0.22401	0.26240
3374	0.21440	0.28524
3375	0.23474	0.25406
3376	0.29929	0.27572
3377	0.20413	0.39276
3378	0.15594	0.18967
3379	0.28532	0.44327
3380	0.27356	0.38654
3381	0.26874	0.45325
3382	0.24970	0.27853
3383	0.22527	0.30518
3384	0.21118	0.54901
3385	0.27011	0.26370
3386	0.24206	0.36225
3387	0.20990	0.28001
3388	0.24169	0.33333
3389	0.24261	0.39538
3390	0.24503	0.31614
3391	0.19773	0.18588
3392	0.20574	0.29704
3393	0.24812	0.37720
3394	0.23898	0.35699
3395	0.26432	0.29511
3396	0.21107	0.31312
3397	0.23036	0.45185
3398	0.23317	0.41486
3399	0.25395	0.35188
3400	0.19727	0.28086
3401	0.23557	0.32423
3402	0.19394	0.19155
3403	0.21281	0.37616
3404	0.23970	0.46422
3405	0.33487	0.28629
3406	0.22233	0.38939
3407	0.29806	0.44384
3408	0.25457	0.25812
3409	0.29018	0.44971
3410	0.23499	0.25841
3411	0.22310	0.39813
3412	0.27477	0.32278
3413	0.26599	0.21090
3414	0.25405	0.53247
3415	0.29663	0.28324
3416	0.24324	0.25118
3417	0.24657	0.44050
3418	0.21088	0.33001
3419	0.26267	0.38108
3420	0.26993	0.22430
3421	0.18114	0.31139
3422	0.25086	0.26107
3423	0.23767	0.27469
3424	0.32831	0.55147
3425	0.34083	0.39583
3426	0.23329	0.36428
3427	0.27561	0.29700
3428	0.21624	0.29934
3429	0.24932	0.21985
3430	0.19591	0.45562
3431	0.29057	0.28810
3432	0.23115	0.31533
3433	0.21702	0.25115
3434	0.26691	0.30753
3435	0.23770	0.30715
3436	0.25625	0.36242
3437	0.21370	0.53590
3438	0.24406	0.45878
3439	0.20613	0.24293
3440	0.23975	0.32440
3441	0.23841	0.31459
3442	0.38473	0.48168
3443	0.24708	0.26806
3444	0.22236	0.48599
3445	0.35186	0.52780
3446	0.24427	0.32477
3447	0.39622	0.60681
3448	0.24561	0.36179
3449	0.26834	0.45526
3450	0.22712	0.30434
3451	0.24277	0.31518
3452	0.20025	0.50743
3453	0.24824	0.36381
3454	0.18902	0.34945
3455	0.26356	0.35526
3456	0.25591	0.36331
3457	0.23971	0.35601
3458	0.26464	0.23485
3459	0.25045	0.49045
3460	0.25613	0.29475
3461	0.40586	0.44988
3462	0.22044	0.33213
3463	0.26401	0.26580
3464	0.36218	0.35823
3465	0.17638	0.17426
3466	0.26344	0.39378
3467	0.21283	0.33975
3468	0.20166	0.46540
3469	0.24774	0.52629
3470	0.18646	0.34315
3471	0.26390	0.42403
3472	0.30872	0.46974
3473	0.24314	0.33826
3474	0.24039	0.35276
3475	0.22366	0.45578
3476	0.21208	0.36488
3477	0.21551	0.21766
3478	0.29325	0.45491
3479	0.25473	0.25772
3480	0.23657	0.40703
3481	0.24054	0.34051
3482	0.10713	0.08569
3483	0.23063	0.21741
3484	0.29348	0.26993
3485	0.22453	0.44524
3486	0.22799	0.23849
3487	0.23378	0.36156
3488	0.24186	0.46401
3489	0.20370	0.42862
3490	0.37017	0.63163
3491	0.26534	0.30667
3492	0.21990	0.49813
3493	0.26576	0.50532
3494	0.28173	0.39507
3495	0.22154	0.27920
3496	0.27072	0.32905
3497	0.26359	0.42762
3498	0.22271	0.18454
3499	0.24835	0.32576
3500	0.33590	0.32532
3501	0.25413	0.36238
3502	0.19478	0.53246
3503	0.33139	0.37449
3504	0.23750	0.40079
3505	0.27928	0.22138
3506	0.24622	0.27880
3507	0.15254	0.21690
3508	0.38964	0.43449
3509	0.23643	0.37596
3510	0.25793	0.38927
3511	0.22933	0.29801
3512	0.21540	0.23314
3513	0.22212	0.42662
3514	0.19491	0.23913
3515	0.24869	0.33759
3516	0.20527	0.45178
